Tiempo,Valor
0.0,0.0
0.01,0.06279051952931337
0.02,0.12533323356430426
0.03,0.1873813145857246
0.04,0.2486898871648548
0.05,0.3090169943749474
0.06,0.3681245526846779
0.07,0.4257792915650727
0.08,0.4817536741017153
0.09,0.5358267949789967
0.1,0.5877852522924731
0.11,0.6374239897486896
0.12,0.6845471059286886
0.13,0.7289686274214116
0.14,0.7705132427757893
0.15,0.8090169943749475
0.16,0.8443279255020151
0.17,0.8763066800438637
0.18,0.9048270524660196
0.19,0.9297764858882513
0.2,0.9510565162951535
0.21,0.9685831611286311
0.22,0.9822872507286886
0.23,0.9921147013144779
0.24,0.9980267284282716
0.25,1.0
0.26,0.9980267284282716
0.27,0.9921147013144778
0.28,0.9822872507286886
0.29,0.9685831611286312
0.3,0.9510565162951536
0.31,0.9297764858882515
0.32,0.9048270524660195
0.33,0.8763066800438635
0.34,0.844327925502015
0.35,0.8090169943749475
0.36,0.7705132427757893
0.37,0.7289686274214114
0.38,0.6845471059286888
0.39,0.6374239897486899
0.4,0.5877852522924732
0.41,0.535826794978997
0.42,0.4817536741017156
0.43,0.4257792915650729
0.44,0.36812455268467814
0.45,0.3090169943749475
0.46,0.24868988716485482
0.47,0.18738131458572502
0.48,0.12533323356430454
0.49,0.06279051952931358
0.5,1.2246467991473532e-16
0.51,-0.06279051952931335
0.52,-0.12533323356430429
0.53,-0.18738131458572477
0.54,-0.24868988716485502
0.55,-0.30901699437494773
0.56,-0.3681245526846783
0.57,-0.42577929156507227
0.58,-0.481753674101715
0.59,-0.5358267949789964
0.6,-0.587785252292473
0.61,-0.6374239897486896
0.62,-0.6845471059286887
0.63,-0.7289686274214113
0.64,-0.7705132427757894
0.65,-0.8090169943749473
0.66,-0.8443279255020153
0.67,-0.8763066800438636
0.68,-0.9048270524660198
0.69,-0.9297764858882511
0.7,-0.9510565162951535
0.71,-0.968583161128631
0.72,-0.9822872507286887
0.73,-0.9921147013144778
0.74,-0.9980267284282716
0.75,-1.0
0.76,-0.9980267284282716
0.77,-0.9921147013144779
0.78,-0.9822872507286887
0.79,-0.9685831611286311
0.8,-0.9510565162951536
0.81,-0.9297764858882512
0.82,-0.9048270524660199
0.83,-0.8763066800438638
0.84,-0.8443279255020155
0.85,-0.8090169943749476
0.86,-0.7705132427757896
0.87,-0.7289686274214116
0.88,-0.684547105928689
0.89,-0.6374239897486896
0.9,-0.5877852522924734
0.91,-0.5358267949789963
0.92,-0.4817536741017153
0.93,-0.4257792915650722
0.94,-0.3681245526846787
0.95,-0.3090169943749477
0.96,-0.24868988716485535
0.97,-0.18738131458572468
0.98,-0.12533323356430465
0.99,-0.06279051952931326
1.0,-2.4492935982947064e-16
1.01,0.06279051952931278
1.02,0.12533323356430418
1.03,0.1873813145857242
1.04,0.24868988716485488
1.05,0.3090169943749472
1.06,0.3681245526846782
1.07,0.42577929156507255
1.08,0.48175367410171566
1.09,0.5358267949789967
1.1,0.5877852522924736
1.11,0.63742398974869
1.12,0.6845471059286893
1.13,0.7289686274214106
1.14,0.7705132427757887
1.15,0.8090169943749468
1.16,0.8443279255020147
1.17,0.8763066800438631
1.18,0.9048270524660194
1.19,0.9297764858882511
1.2,0.9510565162951535
1.21,0.968583161128631
1.22,0.9822872507286886
1.23,0.9921147013144778
1.24,0.9980267284282716
1.25,1.0
1.26,0.9980267284282716
1.27,0.9921147013144779
1.28,0.9822872507286886
1.29,0.9685831611286311
1.3,0.9510565162951536
1.31,0.9297764858882517
1.32,0.9048270524660192
1.33,0.8763066800438634
1.34,0.8443279255020151
1.35,0.8090169943749476
1.36,0.7705132427757886
1.37,0.728968627421411
1.38,0.6845471059286897
1.39,0.6374239897486911
1.4,0.5877852522924734
1.41,0.5358267949789972
1.42,0.4817536741017162
1.43,0.42577929156507394
1.44,0.368124552684678
1.45,0.3090169943749478
1.46,0.2486898871648555
1.47,0.18738131458572568
1.48,0.1253332335643039
1.49,0.06279051952931339
1.5,3.6739403974420594e-16
1.51,-0.06279051952931265
1.52,-0.12533323356430318
1.53,-0.18738131458572496
1.54,-0.24868988716485477
1.55,-0.30901699437494706
1.56,-0.36812455268467725
1.57,-0.42577929156507327
1.58,-0.48175367410171555
1.59,-0.5358267949789965
1.6,-0.5877852522924728
1.61,-0.6374239897486905
1.62,-0.6845471059286892
1.63,-0.7289686274214106
1.64,-0.770513242775788
1.65,-0.8090169943749472
1.66,-0.8443279255020146
1.67,-0.876306680043863
1.68,-0.9048270524660189
1.69,-0.9297764858882513
1.7,-0.9510565162951534
1.71,-0.968583161128631
1.72,-0.9822872507286885
1.73,-0.9921147013144779
1.74,-0.9980267284282716
1.75,-1.0
1.76,-0.9980267284282716
1.77,-0.992114701314478
1.78,-0.9822872507286886
1.79,-0.9685831611286312
1.8,-0.9510565162951538
1.81,-0.9297764858882517
1.82,-0.9048270524660192
1.83,-0.8763066800438635
1.84,-0.8443279255020152
1.85,-0.8090169943749477
1.86,-0.7705132427757886
1.87,-0.7289686274214111
1.88,-0.6845471059286897
1.89,-0.6374239897486912
1.9,-0.5877852522924735
1.91,-0.5358267949789973
1.92,-0.4817536741017163
1.93,-0.42577929156507405
1.94,-0.3681245526846781
1.95,-0.3090169943749479
1.96,-0.2486898871648556
1.97,-0.1873813145857258
1.98,-0.125333233564304
1.99,-0.06279051952931351
2.0,-4.898587196589413e-16
2.01,0.06279051952931075
2.02,0.12533323356430304
2.03,0.1873813145857231
2.04,0.24868988716485466
2.05,0.30901699437494523
2.06,0.36812455268467714
2.07,0.42577929156507155
2.08,0.48175367410171543
2.09,0.535826794978995
2.1,0.5877852522924727
2.11,0.6374239897486891
2.12,0.6845471059286891
2.13,0.7289686274214104
2.14,0.7705132427757891
2.15,0.8090169943749471
2.16,0.8443279255020155
2.17,0.876306680043863
2.18,0.9048270524660196
2.19,0.9297764858882513
2.2,0.951056516295154
2.21,0.9685831611286309
2.22,0.9822872507286888
2.23,0.9921147013144779
2.24,0.9980267284282717
2.25,1.0
2.26,0.9980267284282718
2.27,0.992114701314478
2.28,0.9822872507286889
2.29,0.9685831611286312
2.3,0.9510565162951543
2.31,0.9297764858882518
2.32,0.9048270524660201
2.33,0.8763066800438635
2.34,0.8443279255020162
2.35,0.8090169943749478
2.36,0.7705132427757898
2.37,0.7289686274214111
2.38,0.6845471059286898
2.39,0.6374239897486899
2.4,0.5877852522924736
2.41,0.5358267949789959
2.42,0.48175367410171643
2.43,0.42577929156507255
2.44,0.3681245526846782
2.45,0.3090169943749463
2.46,0.2486898871648557
2.47,0.18738131458572418
2.48,0.12533323356430415
2.49,0.06279051952931186
2.5,6.123233995736766e-16
2.51,-0.06279051952931064
2.52,-0.12533323356430293
2.53,-0.18738131458572296
2.54,-0.24868988716485452
2.55,-0.3090169943749451
2.56,-0.3681245526846787
2.57,-0.42577929156506983
2.58,-0.4817536741017153
2.59,-0.5358267949789963
2.6,-0.5877852522924726
2.61,-0.637423989748689
2.62,-0.6845471059286876
2.63,-0.7289686274214103
2.64,-0.7705132427757901
2.65,-0.809016994374946
2.66,-0.8443279255020155
2.67,-0.8763066800438638
2.68,-0.9048270524660196
2.69,-0.9297764858882513
2.7,-0.9510565162951534
2.71,-0.9685831611286309
2.72,-0.982287250728689
2.73,-0.9921147013144777
2.74,-0.9980267284282717
2.75,-1.0
2.76,-0.9980267284282718
2.77,-0.9921147013144778
2.78,-0.9822872507286894
2.79,-0.9685831611286312
2.8,-0.9510565162951538
2.81,-0.9297764858882518
2.82,-0.9048270524660201
2.83,-0.8763066800438645
2.84,-0.8443279255020162
2.85,-0.8090169943749468
2.86,-0.770513242775791
2.87,-0.7289686274214113
2.88,-0.6845471059286886
2.89,-0.63742398974869
2.9,-0.5877852522924737
2.91,-0.5358267949789975
2.92,-0.48175367410171654
2.93,-0.42577929156507105
2.94,-0.36812455268468
2.95,-0.3090169943749464
2.96,-0.2486898871648541
2.97,-0.1873813145857243
2.98,-0.12533323356430426
2.99,-0.06279051952931375
3.0,-7.347880794884119e-16
3.01,0.06279051952931229
3.02,0.12533323356430282
3.03,0.18738131458572285
3.04,0.24868988716485269
3.05,0.309016994374945
3.06,0.3681245526846786
3.07,0.4257792915650697
3.08,0.4817536741017152
3.09,0.5358267949789963
3.1,0.5877852522924725
3.11,0.6374239897486889
3.12,0.6845471059286876
3.13,0.7289686274214102
3.14,0.7705132427757901
3.15,0.8090169943749459
3.16,0.8443279255020154
3.17,0.8763066800438637
3.18,0.9048270524660195
3.19,0.9297764858882512
3.2,0.9510565162951533
3.21,0.9685831611286309
3.22,0.982287250728689
3.23,0.9921147013144777
3.24,0.9980267284282717
3.25,1.0
3.26,0.9980267284282718
3.27,0.9921147013144778
3.28,0.9822872507286894
3.29,0.9685831611286312
3.3,0.9510565162951539
3.31,0.9297764858882518
3.32,0.9048270524660201
3.33,0.8763066800438645
3.34,0.8443279255020163
3.35,0.8090169943749469
3.36,0.7705132427757911
3.37,0.7289686274214113
3.38,0.6845471059286887
3.39,0.6374239897486901
3.4,0.5877852522924738
3.41,0.5358267949789977
3.42,0.48175367410171666
3.43,0.42577929156507116
3.44,0.3681245526846801
3.45,0.30901699437494656
3.46,0.24868988716485424
3.47,0.1873813145857244
3.48,0.1253332335643044
3.49,0.06279051952931387
3.5,8.572527594031472e-16
3.51,-0.06279051952931217
3.52,-0.12533323356430268
3.53,-0.18738131458572274
3.54,-0.24868988716485257
3.55,-0.3090169943749449
3.56,-0.3681245526846785
3.57,-0.4257792915650696
3.58,-0.4817536741017151
3.59,-0.5358267949789962
3.6,-0.5877852522924725
3.61,-0.6374239897486887
3.62,-0.6845471059286875
3.63,-0.7289686274214102
3.64,-0.77051324277579
3.65,-0.8090169943749459
3.66,-0.8443279255020154
3.67,-0.8763066800438637
3.68,-0.9048270524660195
3.69,-0.9297764858882512
3.7,-0.9510565162951533
3.71,-0.9685831611286309
3.72,-0.982287250728689
3.73,-0.9921147013144775
3.74,-0.9980267284282717
3.75,-1.0
3.76,-0.9980267284282718
3.77,-0.9921147013144778
3.78,-0.9822872507286894
3.79,-0.9685831611286313
3.8,-0.9510565162951539
3.81,-0.9297764858882519
3.82,-0.9048270524660202
3.83,-0.8763066800438646
3.84,-0.8443279255020163
3.85,-0.8090169943749469
3.86,-0.7705132427757913
3.87,-0.7289686274214114
3.88,-0.6845471059286888
3.89,-0.6374239897486902
3.9,-0.5877852522924739
3.91,-0.5358267949789978
3.92,-0.4817536741017167
3.93,-0.42577929156507127
3.94,-0.3681245526846802
3.95,-0.3090169943749467
3.96,-0.24868988716485435
3.97,-0.18738131458572455
3.98,-0.1253332335643045
3.99,-0.062790519529314
4.0,-9.797174393178826e-16
4.01,0.06279051952931204
4.02,0.12533323356429904
4.03,0.1873813145857261
4.04,0.24868988716485246
4.05,0.3090169943749448
4.06,0.36812455268467503
4.07,0.4257792915650727
4.08,0.48175367410171505
4.09,0.5358267949789961
4.1,0.5877852522924695
4.11,0.6374239897486914
4.12,0.6845471059286874
4.13,0.7289686274214101
4.14,0.7705132427757877
4.15,0.8090169943749479
4.16,0.8443279255020153
4.17,0.8763066800438636
4.18,0.9048270524660179
4.19,0.9297764858882525
4.2,0.9510565162951533
4.21,0.9685831611286307
4.22,0.9822872507286884
4.23,0.992114701314478
4.24,0.9980267284282717
4.25,1.0
4.26,0.9980267284282718
4.27,0.9921147013144783
4.28,0.9822872507286887
4.29,0.9685831611286313
4.3,0.9510565162951539
4.31,0.9297764858882532
4.32,0.9048270524660188
4.33,0.8763066800438646
4.34,0.8443279255020164
4.35,0.8090169943749491
4.36,0.770513242775789
4.37,0.7289686274214116
4.38,0.684547105928689
4.39,0.637423989748693
4.4,0.5877852522924711
4.41,0.5358267949789979
4.42,0.4817536741017168
4.43,0.4257792915650746
4.44,0.368124552684677
4.45,0.3090169943749468
4.46,0.24868988716485446
4.47,0.18738131458572815
4.48,0.1253332335643011
4.49,0.06279051952931412
4.5,1.102182119232618e-15
4.51,-0.06279051952931192
4.52,-0.12533323356429893
4.53,-0.187381314585726
4.54,-0.24868988716485232
4.55,-0.3090169943749447
4.56,-0.3681245526846749
4.57,-0.4257792915650726
4.58,-0.48175367410171493
4.59,-0.535826794978996
4.6,-0.5877852522924694
4.61,-0.6374239897486913
4.62,-0.6845471059286873
4.63,-0.72896862742141
4.64,-0.7705132427757876
4.65,-0.8090169943749478
4.66,-0.8443279255020152
4.67,-0.8763066800438636
4.68,-0.9048270524660178
4.69,-0.9297764858882525
4.7,-0.9510565162951532
4.71,-0.9685831611286307
4.72,-0.9822872507286883
4.73,-0.992114701314478
4.74,-0.9980267284282717
4.75,-1.0
4.76,-0.9980267284282718
4.77,-0.9921147013144783
4.78,-0.9822872507286887
4.79,-0.9685831611286313
4.8,-0.951056516295154
4.81,-0.9297764858882532
4.82,-0.9048270524660188
4.83,-0.8763066800438647
4.84,-0.8443279255020165
4.85,-0.8090169943749491
4.86,-0.7705132427757891
4.87,-0.7289686274214117
4.88,-0.684547105928689
4.89,-0.6374239897486931
4.9,-0.5877852522924712
4.91,-0.5358267949789979
4.92,-0.48175367410171693
4.93,-0.4257792915650747
4.94,-0.3681245526846771
4.95,-0.3090169943749469
4.96,-0.2486898871648546
4.97,-0.18738131458572826
4.98,-0.12533323356430123
4.99,-0.06279051952931425
5.0,-1.2246467991473533e-15
5.01,0.06279051952931179
5.02,0.1253332335642988
5.03,0.18738131458572585
5.04,0.2486898871648522
5.05,0.30901699437494456
5.06,0.3681245526846748
5.07,0.4257792915650725
5.08,0.4817536741017148
5.09,0.5358267949789959
5.1,0.5877852522924693
5.11,0.6374239897486885
5.12,0.6845471059286898
5.13,0.72896862742141
5.14,0.7705132427757853
5.15,0.8090169943749498
5.16,0.8443279255020152
5.17,0.8763066800438618
5.18,0.9048270524660192
5.19,0.9297764858882523
5.2,0.9510565162951532
5.21,0.9685831611286316
5.22,0.9822872507286883
5.23,0.992114701314478
5.24,0.9980267284282713
5.25,1.0
5.26,0.9980267284282718
5.27,0.9921147013144788
5.28,0.9822872507286882
5.29,0.9685831611286314
5.3,0.9510565162951551
5.31,0.929776485888252
5.32,0.9048270524660189
5.33,0.8763066800438647
5.34,0.8443279255020146
5.35,0.8090169943749492
5.36,0.7705132427757891
5.37,0.7289686274214141
5.38,0.6845471059286891
5.39,0.6374239897486932
5.4,0.5877852522924742
5.41,0.535826794978995
5.42,0.48175367410171704
5.43,0.42577929156507804
5.44,0.3681245526846739
5.45,0.309016994374947
5.46,0.24868988716485815
5.47,0.1873813145857249
5.48,0.12533323356430134
5.49,0.06279051952931436
5.5,4.899825157862589e-15
5.51,-0.06279051952931168
5.52,-0.12533323356429868
5.53,-0.18738131458572224
5.54,-0.24868988716485554
5.55,-0.30901699437494445
5.56,-0.3681245526846714
5.57,-0.4257792915650756
5.58,-0.4817536741017147
5.59,-0.5358267949789928
5.6,-0.587785252292472
5.61,-0.6374239897486911
5.62,-0.6845471059286872
5.63,-0.7289686274214123
5.64,-0.7705132427757875
5.65,-0.8090169943749477
5.66,-0.8443279255020132
5.67,-0.8763066800438635
5.68,-0.9048270524660177
5.69,-0.929776485888251
5.7,-0.9510565162951542
5.71,-0.9685831611286306
5.72,-0.9822872507286876
5.73,-0.9921147013144784
5.74,-0.9980267284282716
5.75,-1.0
5.76,-0.9980267284282716
5.77,-0.9921147013144783
5.78,-0.9822872507286888
5.79,-0.9685831611286323
5.8,-0.951056516295154
5.81,-0.9297764858882533
5.82,-0.9048270524660205
5.83,-0.8763066800438631
5.84,-0.8443279255020166
5.85,-0.8090169943749514
5.86,-0.770513242775787
5.87,-0.7289686274214118
5.88,-0.6845471059286918
5.89,-0.6374239897486905
5.9,-0.5877852522924714
5.91,-0.5358267949789981
5.92,-0.48175367410171405
5.93,-0.42577929156507494
5.94,-0.3681245526846773
5.95,-0.3090169943749505
5.96,-0.24868988716485482
5.97,-0.18738131458572851
5.98,-0.12533323356430498
5.99,-0.06279051952931095
6.0,-1.4695761589768238e-15
6.01,0.062790519529308
6.02,0.12533323356430207
6.03,0.18738131458572563
6.04,0.248689887164852
6.05,0.30901699437494773
6.06,0.3681245526846746
6.07,0.42577929156507227
6.08,0.4817536741017115
6.09,0.5358267949789957
6.1,0.587785252292469
6.11,0.6374239897486883
6.12,0.6845471059286896
6.13,0.7289686274214098
6.14,0.7705132427757851
6.15,0.8090169943749497
6.16,0.8443279255020151
6.17,0.8763066800438617
6.18,0.9048270524660192
6.19,0.9297764858882522
6.2,0.9510565162951531
6.21,0.9685831611286315
6.22,0.9822872507286883
6.23,0.992114701314478
6.24,0.9980267284282713
6.25,1.0
6.26,0.9980267284282718
6.27,0.9921147013144788
6.28,0.9822872507286882
6.29,0.9685831611286314
6.3,0.9510565162951552
6.31,0.9297764858882521
6.32,0.904827052466019
6.33,0.8763066800438648
6.34,0.8443279255020147
6.35,0.8090169943749493
6.36,0.7705132427757894
6.37,0.7289686274214143
6.38,0.6845471059286893
6.39,0.6374239897486934
6.4,0.5877852522924744
6.41,0.5358267949789952
6.42,0.48175367410171727
6.43,0.42577929156507827
6.44,0.36812455268467414
6.45,0.30901699437494723
6.46,0.24868988716485838
6.47,0.18738131458572513
6.48,0.1253332335643016
6.49,0.06279051952931461
6.5,-1.9606728399089416e-15
6.51,-0.06279051952931143
6.52,-0.12533323356429843
6.53,-0.18738131458572202
6.54,-0.2486898871648553
6.55,-0.30901699437494423
6.56,-0.3681245526846712
6.57,-0.4257792915650754
6.58,-0.4817536741017145
6.59,-0.5358267949789925
6.6,-0.5877852522924718
6.61,-0.637423989748691
6.62,-0.684547105928687
6.63,-0.7289686274214121
6.64,-0.7705132427757873
6.65,-0.8090169943749475
6.66,-0.8443279255020131
6.67,-0.8763066800438634
6.68,-0.9048270524660176
6.69,-0.9297764858882509
6.7,-0.9510565162951542
6.71,-0.9685831611286306
6.72,-0.9822872507286876
6.73,-0.9921147013144784
6.74,-0.9980267284282716
6.75,-1.0
6.76,-0.9980267284282716
6.77,-0.9921147013144783
6.78,-0.9822872507286888
6.79,-0.9685831611286323
6.8,-0.9510565162951541
6.81,-0.9297764858882535
6.82,-0.9048270524660206
6.83,-0.8763066800438633
6.84,-0.8443279255020167
6.85,-0.8090169943749516
6.86,-0.7705132427757871
6.87,-0.728968627421412
6.88,-0.684547105928692
6.89,-0.6374239897486907
6.9,-0.5877852522924716
6.91,-0.5358267949789983
6.92,-0.48175367410171427
6.93,-0.42577929156507516
6.94,-0.3681245526846776
6.95,-0.3090169943749507
6.96,-0.24868988716485507
6.97,-0.18738131458572874
6.98,-0.12533323356430523
6.99,-0.06279051952931118
7.0,-1.7145055188062944e-15
7.01,0.06279051952930777
7.02,0.12533323356430184
7.03,0.18738131458572538
7.04,0.24868988716485174
7.05,0.30901699437494745
7.06,0.36812455268467437
7.07,0.42577929156507205
7.08,0.48175367410171127
7.09,0.5358267949789954
7.1,0.5877852522924688
7.11,0.6374239897486881
7.12,0.6845471059286894
7.13,0.7289686274214096
7.14,0.7705132427757849
7.15,0.8090169943749496
7.16,0.8443279255020149
7.17,0.8763066800438616
7.18,0.9048270524660191
7.19,0.9297764858882522
7.2,0.951056516295153
7.21,0.9685831611286315
7.22,0.9822872507286882
7.23,0.9921147013144779
7.24,0.9980267284282713
7.25,1.0
7.26,0.9980267284282718
7.27,0.9921147013144788
7.28,0.9822872507286882
7.29,0.9685831611286315
7.3,0.9510565162951552
7.31,0.9297764858882522
7.32,0.9048270524660191
7.33,0.8763066800438649
7.34,0.8443279255020149
7.35,0.8090169943749496
7.36,0.7705132427757895
7.37,0.7289686274214144
7.38,0.6845471059286894
7.39,0.6374239897486935
7.4,0.5877852522924746
7.41,0.5358267949789954
7.42,0.4817536741017175
7.43,0.4257792915650785
7.44,0.36812455268467437
7.45,0.30901699437494745
7.46,0.24868988716485863
7.47,0.18738131458572538
7.48,0.12533323356430184
7.49,0.06279051952931486
7.5,5.3896838775215305e-15
7.51,-0.06279051952931118
7.52,-0.12533323356429818
7.53,-0.18738131458572177
7.54,-0.24868988716485507
7.55,-0.30901699437494395
7.56,-0.368124552684671
7.57,-0.42577929156507516
7.58,-0.48175367410171427
7.59,-0.5358267949789923
7.6,-0.5877852522924716
7.61,-0.6374239897486907
7.62,-0.6845471059286867
7.63,-0.728968627421412
7.64,-0.7705132427757871
7.65,-0.8090169943749473
7.66,-0.844327925502013
7.67,-0.8763066800438633
7.68,-0.9048270524660175
7.69,-0.9297764858882508
7.7,-0.9510565162951541
7.71,-0.9685831611286305
7.72,-0.9822872507286875
7.73,-0.9921147013144783
7.74,-0.9980267284282716
7.75,-1.0
7.76,-0.9980267284282716
7.77,-0.9921147013144784
7.78,-0.9822872507286889
7.79,-0.9685831611286324
7.8,-0.9510565162951542
7.81,-0.9297764858882536
7.82,-0.9048270524660207
7.83,-0.8763066800438634
7.84,-0.8443279255020169
7.85,-0.8090169943749517
7.86,-0.7705132427757873
7.87,-0.7289686274214121
7.88,-0.6845471059286922
7.89,-0.637423989748691
7.9,-0.5877852522924718
7.91,-0.5358267949789985
7.92,-0.4817536741017145
7.93,-0.4257792915650754
7.94,-0.3681245526846778
7.95,-0.30901699437495095
7.96,-0.2486898871648553
7.97,-0.187381314585729
7.98,-0.12533323356430548
7.99,-0.06279051952931143
8.0,-1.959434878635765e-15
8.01,0.06279051952930752
8.02,0.1253332335643016
8.03,0.18738131458571816
8.04,0.24868988716484464
8.05,0.30901699437494723
8.06,0.36812455268468075
8.07,0.4257792915650718
8.08,0.48175367410171105
8.09,0.5358267949789952
8.1,0.5877852522924687
8.11,0.6374239897486879
8.12,0.6845471059286841
8.13,0.7289686274214143
8.14,0.7705132427757894
8.15,0.8090169943749493
8.16,0.8443279255020147
8.17,0.8763066800438614
8.18,0.904827052466019
8.19,0.9297764858882495
8.2,0.9510565162951508
8.21,0.9685831611286314
8.22,0.9822872507286895
8.23,0.9921147013144779
8.24,0.9980267284282713
8.25,1.0
8.26,0.9980267284282718
8.27,0.9921147013144789
8.28,0.9822872507286896
8.29,0.9685831611286333
8.3,0.9510565162951531
8.31,0.9297764858882522
8.32,0.9048270524660192
8.33,0.8763066800438651
8.34,0.8443279255020151
8.35,0.8090169943749497
8.36,0.7705132427757941
8.37,0.7289686274214147
8.38,0.6845471059286845
8.39,0.6374239897486883
8.4,0.5877852522924748
8.41,0.5358267949789957
8.42,0.4817536741017177
8.43,0.4257792915650787
8.44,0.3681245526846812
8.45,0.30901699437495445
8.46,0.24868988716485196
8.47,0.18738131458572563
8.48,0.12533323356430207
8.49,0.0627905195293151
8.5,-1.4708141202500005e-15
8.51,-0.06279051952931095
8.52,-0.12533323356429796
8.53,-0.18738131458572152
8.54,-0.24868988716484794
8.55,-0.3090169943749505
8.56,-0.3681245526846773
8.57,-0.42577929156507494
8.58,-0.48175367410171405
8.59,-0.5358267949789921
8.6,-0.5877852522924714
8.61,-0.6374239897486851
8.62,-0.6845471059286814
8.63,-0.7289686274214118
8.64,-0.7705132427757915
8.65,-0.8090169943749472
8.66,-0.8443279255020129
8.67,-0.8763066800438631
8.68,-0.9048270524660175
8.69,-0.9297764858882508
8.7,-0.9510565162951519
8.71,-0.9685831611286323
8.72,-0.9822872507286888
8.73,-0.9921147013144783
8.74,-0.9980267284282716
8.75,-1.0
8.76,-0.9980267284282716
8.77,-0.9921147013144784
8.78,-0.9822872507286903
8.79,-0.9685831611286324
8.8,-0.9510565162951521
8.81,-0.929776485888251
8.82,-0.9048270524660208
8.83,-0.8763066800438635
8.84,-0.844327925502017
8.85,-0.8090169943749518
8.86,-0.7705132427757919
8.87,-0.7289686274214171
8.88,-0.6845471059286872
8.89,-0.6374239897486911
8.9,-0.587785252292472
8.91,-0.5358267949789988
8.92,-0.4817536741017147
8.93,-0.4257792915650756
8.94,-0.36812455268468464
8.95,-0.3090169943749512
8.96,-0.24868988716484866
8.97,-0.18738131458572224
8.98,-0.12533323356430573
8.99,-0.06279051952931167
9.0,-2.204364238465236e-15
9.01,0.06279051952930727
9.02,0.12533323356430134
9.03,0.1873813145857179
9.04,0.2486898871648444
9.05,0.309016994374947
9.06,0.36812455268468053
9.07,0.4257792915650716
9.08,0.4817536741017108
9.09,0.535826794978995
9.1,0.5877852522924685
9.11,0.6374239897486877
9.12,0.684547105928684
9.13,0.7289686274214141
9.14,0.7705132427757891
9.15,0.8090169943749492
9.16,0.8443279255020146
9.17,0.8763066800438613
9.18,0.9048270524660189
9.19,0.9297764858882493
9.2,0.9510565162951506
9.21,0.9685831611286314
9.22,0.9822872507286895
9.23,0.9921147013144779
9.24,0.9980267284282713
9.25,1.0
9.26,0.9980267284282719
9.27,0.9921147013144789
9.28,0.9822872507286896
9.29,0.9685831611286334
9.3,0.9510565162951532
9.31,0.9297764858882523
9.32,0.9048270524660192
9.33,0.8763066800438652
9.34,0.8443279255020152
9.35,0.8090169943749498
9.36,0.7705132427757944
9.37,0.7289686274214148
9.38,0.6845471059286846
9.39,0.6374239897486885
9.4,0.587785252292475
9.41,0.5358267949789959
9.42,0.48175367410171793
9.43,0.42577929156507893
9.44,0.3681245526846814
9.45,0.30901699437495467
9.46,0.2486898871648522
9.47,0.18738131458572585
9.48,0.12533323356430232
9.49,0.06279051952931534
9.5,5.879542597180472e-15
9.51,-0.0627905195293107
9.52,-0.1253332335642977
9.53,-0.1873813145857213
9.54,-0.24868988716484772
9.55,-0.3090169943749503
9.56,-0.3681245526846771
9.57,-0.4257792915650747
9.58,-0.4817536741017138
9.59,-0.5358267949789919
9.6,-0.5877852522924712
9.61,-0.6374239897486849
9.62,-0.6845471059286813
9.63,-0.7289686274214117
9.64,-0.7705132427757914
9.65,-0.8090169943749471
9.66,-0.8443279255020126
9.67,-0.8763066800438629
9.68,-0.9048270524660174
9.69,-0.9297764858882507
9.7,-0.9510565162951518
9.71,-0.9685831611286322
9.72,-0.9822872507286887
9.73,-0.9921147013144783
9.74,-0.9980267284282716
9.75,-1.0
9.76,-0.9980267284282717
9.77,-0.9921147013144784
9.78,-0.9822872507286903
9.79,-0.9685831611286325
9.8,-0.9510565162951521
9.81,-0.9297764858882511
9.82,-0.9048270524660209
9.83,-0.8763066800438636
9.84,-0.8443279255020172
9.85,-0.809016994374952
9.86,-0.7705132427757921
9.87,-0.7289686274214173
9.88,-0.6845471059286873
9.89,-0.6374239897486913
9.9,-0.5877852522924722
9.91,-0.535826794978999
9.92,-0.48175367410171493
9.93,-0.4257792915650758
9.94,-0.36812455268468486
9.95,-0.30901699437495145
9.96,-0.24868988716484888
9.97,-0.1873813145857225
9.98,-0.12533323356430598
9.99,-0.06279051952931192
